name,sex,age,Passenger_Class,fare,Sibling_Spouses,Parents_Children,embarked,survived
"Morrow, Mr. Thomas Rowan",Male,28.0,3,7.75,0,0,Q,0
"Moss, Mr. Albert Johan",Male,28.0,3,7.775,0,0,S,1
"Moubarek, Master. Gerios",Male,28.0,3,15.2458,1,1,C,1
"Moubarek, Master. Halim Gonios (""William George"")",Male,28.0,3,15.2458,1,1,C,1
"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",Female,28.0,3,15.2458,0,2,C,1
"Moussa, Mrs. (Mantoura Boulos)",Female,28.0,3,7.2292,0,0,C,1
"Moutal, Mr. Rahamin Haim",Male,28.0,3,8.05,0,0,S,0
"Mullens, Miss. Katherine ""Katie""",Female,28.0,3,7.7333,0,0,Q,1
"Mulvihill, Miss. Bertha E",Female,24.0,3,7.75,0,0,Q,1
"Murdlin, Mr. Joseph",Male,28.0,3,8.05,0,0,S,0
"Murphy, Miss. Katherine ""Kate""",Female,28.0,3,15.5,1,0,Q,1
"Murphy, Miss. Margaret Jane",Female,28.0,3,15.5,1,0,Q,1
"Murphy, Miss. Nora",Female,28.0,3,15.5,0,0,Q,1
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Male,18.0,3,7.75,0,0,S,0
"Naidenoff, Mr. Penko",Male,22.0,3,7.8958,0,0,S,0
"Najib, Miss. Adele Kiamie ""Jane""",Female,15.0,3,7.225,0,0,C,1
"Nakid, Miss. Maria (""Mary"")",Female,1.0,3,15.7417,0,2,C,1
"Nakid, Mr. Sahid",Male,20.0,3,15.7417,1,1,C,1
"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",Female,19.0,3,15.7417,1,1,C,1
"Nancarrow, Mr. William Henry",Male,33.0,3,8.05,0,0,S,0
"Nankoff, Mr. Minko",Male,28.0,3,7.8958,0,0,S,0
"Nasr, Mr. Mustafa",Male,28.0,3,7.2292,0,0,C,0
"Naughton, Miss. Hannah",Female,28.0,3,7.75,0,0,Q,0
"Nenkoff, Mr. Christo",Male,28.0,3,7.8958,0,0,S,0
"Nicola-Yarred, Master. Elias",Male,12.0,3,11.2417,1,0,C,1
"Nicola-Yarred, Miss. Jamila",Female,14.0,3,11.2417,1,0,C,1
"Nieminen, Miss. Manta Josefina",Female,29.0,3,7.925,0,0,S,0
"Niklasson, Mr. Samuel",Male,28.0,3,8.05,0,0,S,0
"Nilsson, Miss. Berta Olivia",Female,18.0,3,7.775,0,0,S,1
"Nilsson, Miss. Helmina Josefina",Female,26.0,3,7.8542,0,0,S,1
"Nilsson, Mr. August Ferdinand",Male,21.0,3,7.8542,0,0,S,0
"Nirva, Mr. Iisakki Antino Aijo",Male,41.0,3,7.125,0,0,S,0
"Niskanen, Mr. Juha",Male,39.0,3,7.925,0,0,S,1
"Nosworthy, Mr. Richard Cater",Male,21.0,3,7.8,0,0,S,0
"Novel, Mr. Mansouer",Male,28.5,3,7.2292,0,0,C,0
"Nysten, Miss. Anna Sofia",Female,22.0,3,7.75,0,0,S,1
"Nysveen, Mr. Johan Hansen",Male,61.0,3,6.2375,0,0,S,0
"O'Brien, Mr. Thomas",Male,28.0,3,15.5,1,0,Q,0
"O'Brien, Mr. Timothy",Male,28.0,3,7.8292,0,0,Q,0
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",Female,28.0,3,15.5,1,0,Q,1
"O'Connell, Mr. Patrick D",Male,28.0,3,7.7333,0,0,Q,0
"O'Connor, Mr. Maurice",Male,28.0,3,7.75,0,0,Q,0
"O'Connor, Mr. Patrick",Male,28.0,3,7.75,0,0,Q,0
"Odahl, Mr. Nils Martin",Male,23.0,3,9.225,0,0,S,0
"O'Donoghue, Ms. Bridget",Female,28.0,3,7.75,0,0,Q,0
"O'Driscoll, Miss. Bridget",Female,28.0,3,7.75,0,0,Q,1
"O'Dwyer, Miss. Ellen ""Nellie""",Female,28.0,3,7.8792,0,0,Q,1
"Ohman, Miss. Velin",Female,22.0,3,7.775,0,0,S,1
"O'Keefe, Mr. Patrick",Male,28.0,3,7.75,0,0,Q,1
"O'Leary, Miss. Hanora ""Norah""",Female,28.0,3,7.8292,0,0,Q,1
"Olsen, Master. Artur Karl",Male,9.0,3,3.1708,0,1,S,1
"Olsen, Mr. Henry Margido",Male,28.0,3,22.525,0,0,S,0
"Olsen, Mr. Karl Siegwart Andreas",Male,42.0,3,8.4042,0,1,S,0
"Olsen, Mr. Ole Martin",Male,28.0,3,7.3125,0,0,S,0
"Olsson, Miss. Elina",Female,31.0,3,7.8542,0,0,S,0
"Olsson, Mr. Nils Johan Goransson",Male,28.0,3,7.8542,0,0,S,0
"Olsson, Mr. Oscar Wilhelm",Male,32.0,3,7.775,0,0,S,1
"Olsvigen, Mr. Thor Anderson",Male,20.0,3,9.225,0,0,S,0
"Oreskovic, Miss. Jelka",Female,23.0,3,8.6625,0,0,S,0
"Oreskovic, Miss. Marija",Female,20.0,3,8.6625,0,0,S,0
"Oreskovic, Mr. Luka",Male,20.0,3,8.6625,0,0,S,0
"Osen, Mr. Olaf Elon",Male,16.0,3,9.2167,0,0,S,0
"Osman, Mrs. Mara",Female,31.0,3,8.6833,0,0,S,1
"O'Sullivan, Miss. Bridget Mary",Female,28.0,3,7.6292,0,0,Q,0
"Palsson, Master. Gosta Leonard",Male,2.0,3,21.075,3,1,S,0
"Palsson, Master. Paul Folke",Male,6.0,3,21.075,3,1,S,0
"Palsson, Miss. Stina Viola",Female,3.0,3,21.075,3,1,S,0
"Palsson, Miss. Torborg Danira",Female,8.0,3,21.075,3,1,S,0
"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Female,29.0,3,21.075,0,4,S,0
"Panula, Master. Eino Viljami",Male,1.0,3,39.6875,4,1,S,0
"Panula, Master. Juha Niilo",Male,7.0,3,39.6875,4,1,S,0
"Panula, Master. Urho Abraham",Male,2.0,3,39.6875,4,1,S,0
"Panula, Mr. Ernesti Arvid",Male,16.0,3,39.6875,4,1,S,0
"Panula, Mr. Jaako Arnold",Male,14.0,3,39.6875,4,1,S,0
"Panula, Mrs. Juha (Maria Emilia Ojala)",Female,41.0,3,39.6875,0,5,S,0
"Pasic, Mr. Jakob",Male,21.0,3,8.6625,0,0,S,0
"Patchett, Mr. George",Male,19.0,3,14.5,0,0,S,0
"Paulner, Mr. Uscher",Male,28.0,3,8.7125,0,0,C,0
"Pavlovic, Mr. Stefo",Male,32.0,3,7.8958,0,0,S,0
"Peacock, Master. Alfred Edward",Male,0.75,3,13.775,1,1,S,0
"Peacock, Miss. Treasteall",Female,3.0,3,13.775,1,1,S,0
"Peacock, Mrs. Benjamin (Edith Nile)",Female,26.0,3,13.775,0,2,S,0
"Pearce, Mr. Ernest",Male,28.0,3,7.0,0,0,S,0
"Pedersen, Mr. Olaf",Male,28.0,3,7.775,0,0,S,0
"Peduzzi, Mr. Joseph",Male,28.0,3,8.05,0,0,S,0
"Pekoniemi, Mr. Edvard",Male,21.0,3,7.925,0,0,S,0
"Peltomaki, Mr. Nikolai Johannes",Male,25.0,3,7.925,0,0,S,0
"Perkin, Mr. John Henry",Male,22.0,3,7.25,0,0,S,0
"Persson, Mr. Ernst Ulrik",Male,25.0,3,7.775,1,0,S,1
"Peter, Master. Michael J",Male,28.0,3,22.3583,1,1,C,1
"Peter, Miss. Anna",Female,28.0,3,22.3583,1,1,C,1
"Peter, Mrs. Catherine (Catherine Rizk)",Female,28.0,3,22.3583,0,2,C,1
"Peters, Miss. Katie",Female,28.0,3,8.1375,0,0,Q,0
"Petersen, Mr. Marius",Male,24.0,3,8.05,0,0,S,0
"Petranec, Miss. Matilda",Female,28.0,3,7.8958,0,0,S,0
"Petroff, Mr. Nedelio",Male,19.0,3,7.8958,0,0,S,0
"Petroff, Mr. Pastcho (""Pentcho"")",Male,28.0,3,7.8958,0,0,S,0
"Petterson, Mr. Johan Emil",Male,25.0,3,7.775,1,0,S,0
"Pettersson, Miss. Ellen Natalia",Female,18.0,3,7.775,0,0,S,0
"Pickard, Mr. Berk (Berk Trembisky)",Male,32.0,3,8.05,0,0,S,1
"Plotcharsky, Mr. Vasil",Male,28.0,3,7.8958,0,0,S,0
"Pokrnic, Mr. Mate",Male,17.0,3,8.6625,0,0,S,0
"Pokrnic, Mr. Tome",Male,24.0,3,8.6625,0,0,S,0
"Radeff, Mr. Alexander",Male,28.0,3,7.8958,0,0,S,0
"Rasmussen, Mrs. (Lena Jacobsen Solvang)",Female,28.0,3,8.1125,0,0,S,0
"Razi, Mr. Raihed",Male,28.0,3,7.2292,0,0,C,0
"Reed, Mr. James George",Male,28.0,3,7.25,0,0,S,0
"Rekic, Mr. Tido",Male,38.0,3,7.8958,0,0,S,0
"Reynolds, Mr. Harold J",Male,21.0,3,8.05,0,0,S,0
"Rice, Master. Albert",Male,10.0,3,29.125,4,1,Q,0
"Rice, Master. Arthur",Male,4.0,3,29.125,4,1,Q,0
"Rice, Master. Eric",Male,7.0,3,29.125,4,1,Q,0
"Rice, Master. Eugene",Male,2.0,3,29.125,4,1,Q,0
"Rice, Master. George Hugh",Male,8.0,3,29.125,4,1,Q,0
"Rice, Mrs. William (Margaret Norton)",Female,39.0,3,29.125,0,5,Q,0
"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",Female,22.0,3,39.6875,0,0,S,0
"Rintamaki, Mr. Matti",Male,35.0,3,7.125,0,0,S,0
"Riordan, Miss. Johanna ""Hannah""",Female,28.0,3,7.7208,0,0,Q,1
"Risien, Mr. Samuel Beard",Male,28.0,3,14.5,0,0,S,0
"Risien, Mrs. Samuel (Emma)",Female,28.0,3,14.5,0,0,S,0
"Robins, Mr. Alexander A",Male,50.0,3,14.5,1,0,S,0
"Robins, Mrs. Alexander A (Grace Charity Laury)",Female,47.0,3,14.5,1,0,S,0
"Rogers, Mr. William John",Male,28.0,3,8.05,0,0,S,0
"Rommetvedt, Mr. Knud Paust",Male,28.0,3,7.775,0,0,S,0
"Rosblom, Miss. Salli Helena",Female,2.0,3,20.2125,1,1,S,0
"Rosblom, Mr. Viktor Richard",Male,18.0,3,20.2125,1,1,S,0
"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Female,41.0,3,20.2125,0,2,S,0
"Roth, Miss. Sarah A",Female,28.0,3,8.05,0,0,S,1
"Rouse, Mr. Richard Henry",Male,50.0,3,8.05,0,0,S,0
"Rush, Mr. Alfred George John",Male,16.0,3,8.05,0,0,S,0
"Ryan, Mr. Edward",Male,28.0,3,7.75,0,0,Q,1
"Ryan, Mr. Patrick",Male,28.0,3,24.15,0,0,Q,0
"Saad, Mr. Amin",Male,28.0,3,7.2292,0,0,C,0
"Saad, Mr. Khalil",Male,25.0,3,7.225,0,0,C,0
"Saade, Mr. Jean Nassr",Male,28.0,3,7.225,0,0,C,0
"Sadlier, Mr. Matthew",Male,28.0,3,7.7292,0,0,Q,0
"Sadowitz, Mr. Harry",Male,28.0,3,7.575,0,0,S,0
"Saether, Mr. Simon Sivertsen",Male,38.5,3,7.25,0,0,S,0
"Sage, Master. Thomas Henry",Male,28.0,3,69.55,8,2,S,0
"Sage, Master. William Henry",Male,14.5,3,69.55,8,2,S,0
"Sage, Miss. Ada",Female,28.0,3,69.55,8,2,S,0
"Sage, Miss. Constance Gladys",Female,28.0,3,69.55,8,2,S,0
"Sage, Miss. Dorothy Edith ""Dolly""",Female,28.0,3,69.55,8,2,S,0
"Sage, Miss. Stella Anna",Female,28.0,3,69.55,8,2,S,0
"Sage, Mr. Douglas Bullen",Male,28.0,3,69.55,8,2,S,0
"Sage, Mr. Frederick",Male,28.0,3,69.55,8,2,S,0
"Sage, Mr. George John Jr",Male,28.0,3,69.55,8,2,S,0
"Sage, Mr. John George",Male,28.0,3,69.55,1,9,S,0
"Sage, Mrs. John (Annie Bullen)",Female,28.0,3,69.55,1,9,S,0
"Salander, Mr. Karl Johan",Male,24.0,3,9.325,0,0,S,0
"Salkjelsvik, Miss. Anna Kristine",Female,21.0,3,7.65,0,0,S,1
"Salonen, Mr. Johan Werner",Male,39.0,3,7.925,0,0,S,0
"Samaan, Mr. Elias",Male,28.0,3,21.6792,2,0,C,0
"Samaan, Mr. Hanna",Male,28.0,3,21.6792,2,0,C,0
"Samaan, Mr. Youssef",Male,28.0,3,21.6792,2,0,C,0
"Sandstrom, Miss. Beatrice Irene",Female,1.0,3,16.7,1,1,S,1
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Female,24.0,3,16.7,0,2,S,1
"Sandstrom, Miss. Marguerite Rut",Female,4.0,3,16.7,1,1,S,1
"Sap, Mr. Julius",Male,25.0,3,9.5,0,0,S,1
"Saundercock, Mr. William Henry",Male,20.0,3,8.05,0,0,S,0
"Sawyer, Mr. Frederick Charles",Male,24.5,3,8.05,0,0,S,0
"Scanlan, Mr. James",Male,28.0,3,7.725,0,0,Q,0
"Sdycoff, Mr. Todor",Male,28.0,3,7.8958,0,0,S,0
"Shaughnessy, Mr. Patrick",Male,28.0,3,7.75,0,0,Q,0
"Sheerlinck, Mr. Jan Baptist",Male,29.0,3,9.5,0,0,S,1
"Shellard, Mr. Frederick William",Male,28.0,3,15.1,0,0,S,0
"Shine, Miss. Ellen Natalia",Female,28.0,3,7.7792,0,0,Q,1
"Shorney, Mr. Charles Joseph",Male,28.0,3,8.05,0,0,S,0
"Simmons, Mr. John",Male,28.0,3,8.05,0,0,S,0
"Sirayanian, Mr. Orsen",Male,22.0,3,7.2292,0,0,C,0
"Sirota, Mr. Maurice",Male,28.0,3,8.05,0,0,S,0
"Sivic, Mr. Husein",Male,40.0,3,7.8958,0,0,S,0
"Sivola, Mr. Antti Wilhelm",Male,21.0,3,7.925,0,0,S,0
"Sjoblom, Miss. Anna Sofia",Female,18.0,3,7.4958,0,0,S,1
"Skoog, Master. Harald",Male,4.0,3,27.9,3,2,S,0
"Skoog, Master. Karl Thorsten",Male,10.0,3,27.9,3,2,S,0
"Skoog, Miss. Mabel",Female,9.0,3,27.9,3,2,S,0
"Skoog, Miss. Margit Elizabeth",Female,2.0,3,27.9,3,2,S,0
"Skoog, Mr. Wilhelm",Male,40.0,3,27.9,1,4,S,0
"Skoog, Mrs. William (Anna Bernhardina Karlsson)",Female,45.0,3,27.9,1,4,S,0
"Slabenoff, Mr. Petco",Male,28.0,3,7.8958,0,0,S,0
"Slocovski, Mr. Selman Francis",Male,28.0,3,8.05,0,0,S,0
"Smiljanic, Mr. Mile",Male,28.0,3,8.6625,0,0,S,0
"Smith, Mr. Thomas",Male,28.0,3,7.75,0,0,Q,0
"Smyth, Miss. Julia",Female,28.0,3,7.7333,0,0,Q,1
"Soholt, Mr. Peter Andreas Lauritz Andersen",Male,19.0,3,7.65,0,0,S,0
"Somerton, Mr. Francis William",Male,30.0,3,8.05,0,0,S,0
"Spector, Mr. Woolf",Male,28.0,3,8.05,0,0,S,0
"Spinner, Mr. Henry John",Male,32.0,3,8.05,0,0,S,0
"Staneff, Mr. Ivan",Male,28.0,3,7.8958,0,0,S,0
"Stankovic, Mr. Ivan",Male,33.0,3,8.6625,0,0,C,0
"Stanley, Miss. Amy Zillah Elsie",Female,23.0,3,7.55,0,0,S,1
"Stanley, Mr. Edward Roland",Male,21.0,3,8.05,0,0,S,0
"Stoytcheff, Mr. Ilia",Male,19.0,3,7.8958,0,0,S,0
"Strandberg, Miss. Ida Sofia",Female,22.0,3,9.8375,0,0,S,0
"Stranden, Mr. Juho",Male,31.0,3,7.925,0,0,S,1
"Strilic, Mr. Ivan",Male,27.0,3,8.6625,0,0,S,0
"Strom, Miss. Telma Matilda",Female,2.0,3,10.4625,0,1,S,0
"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Female,29.0,3,10.4625,1,1,S,0
"Sunderland, Mr. Victor Francis",Male,16.0,3,8.05,0,0,S,1
"Sundman, Mr. Johan Julian",Male,44.0,3,7.925,0,0,S,1
"Sutehall, Mr. Henry Jr",Male,25.0,3,7.05,0,0,S,0
"Svensson, Mr. Johan",Male,74.0,3,7.775,0,0,S,0
"Svensson, Mr. Johan Cervin",Male,14.0,3,9.225,0,0,S,1
"Svensson, Mr. Olof",Male,24.0,3,7.7958,0,0,S,0
"Tenglin, Mr. Gunnar Isidor",Male,25.0,3,7.7958,0,0,S,1
"Theobald, Mr. Thomas Leonard",Male,34.0,3,8.05,0,0,S,0
"Thomas, Master. Assad Alexander",Male,0.4167,3,8.5167,0,1,C,1
"Thomas, Mr. Charles P",Male,28.0,3,6.4375,1,0,C,0
"Thomas, Mr. John",Male,28.0,3,6.4375,0,0,C,0
"Thomas, Mr. Tannous",Male,28.0,3,7.225,0,0,C,0
"Thomas, Mrs. Alexander (Thamine ""Thelma"")",Female,16.0,3,8.5167,1,1,C,1
"Thomson, Mr. Alexander Morrison",Male,28.0,3,8.05,0,0,S,0
"Thorneycroft, Mr. Percival",Male,28.0,3,16.1,1,0,S,0
"Thorneycroft, Mrs. Percival (Florence Kate White)",Female,28.0,3,16.1,1,0,S,1
"Tikkanen, Mr. Juho",Male,32.0,3,7.925,0,0,S,0
"Tobin, Mr. Roger",Male,28.0,3,7.75,0,0,Q,0
"Todoroff, Mr. Lalio",Male,28.0,3,7.8958,0,0,S,0
"Tomlin, Mr. Ernest Portage",Male,30.5,3,8.05,0,0,S,0
"Torber, Mr. Ernst William",Male,44.0,3,8.05,0,0,S,0
"Torfa, Mr. Assad",Male,28.0,3,7.2292,0,0,C,0
"Tornquist, Mr. William Henry",Male,25.0,3,0.0,0,0,S,1
"Toufik, Mr. Nakli",Male,28.0,3,7.2292,0,0,C,0
"Touma, Master. Georges Youssef",Male,7.0,3,15.2458,1,1,C,1
"Touma, Miss. Maria Youssef",Female,9.0,3,15.2458,1,1,C,1
"Touma, Mrs. Darwis (Hanne Youssef Razi)",Female,29.0,3,15.2458,0,2,C,1
"Turcin, Mr. Stjepan",Male,36.0,3,7.8958,0,0,S,0
"Turja, Miss. Anna Sofia",Female,18.0,3,9.8417,0,0,S,1
"Turkula, Mrs. (Hedwig)",Female,63.0,3,9.5875,0,0,S,1
"van Billiard, Master. James William",Male,28.0,3,14.5,1,1,S,0
"van Billiard, Master. Walter John",Male,11.5,3,14.5,1,1,S,0
"van Billiard, Mr. Austin Blyler",Male,40.5,3,14.5,0,2,S,0
"Van Impe, Miss. Catharina",Female,10.0,3,24.15,0,2,S,0
"Van Impe, Mr. Jean Baptiste",Male,36.0,3,24.15,1,1,S,0
"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Female,30.0,3,24.15,1,1,S,0
"van Melkebeke, Mr. Philemon",Male,28.0,3,9.5,0,0,S,0
"Vande Velde, Mr. Johannes Joseph",Male,33.0,3,9.5,0,0,S,0
"Vande Walle, Mr. Nestor Cyriel",Male,28.0,3,9.5,0,0,S,0
"Vanden Steen, Mr. Leo Peter",Male,28.0,3,9.5,0,0,S,0
"Vander Cruyssen, Mr. Victor",Male,47.0,3,9.0,0,0,S,0
"Vander Planke, Miss. Augusta Maria",Female,18.0,3,18.0,2,0,S,0
"Vander Planke, Mr. Julius",Male,31.0,3,18.0,3,0,S,0
"Vander Planke, Mr. Leo Edmondus",Male,16.0,3,18.0,2,0,S,0
"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",Female,31.0,3,18.0,1,0,S,0
"Vartanian, Mr. David",Male,22.0,3,7.225,0,0,C,1
"Vendel, Mr. Olof Edvin",Male,20.0,3,7.8542,0,0,S,0
"Vestrom, Miss. Hulda Amanda Adolfina",Female,14.0,3,7.8542,0,0,S,0
"Vovk, Mr. Janko",Male,22.0,3,7.8958,0,0,S,0
"Waelens, Mr. Achille",Male,22.0,3,9.0,0,0,S,0
"Ware, Mr. Frederick",Male,28.0,3,8.05,0,0,S,0
"Warren, Mr. Charles William",Male,28.0,3,7.55,0,0,S,0
"Webber, Mr. James",Male,28.0,3,8.05,0,0,S,0
"Wenzel, Mr. Linhart",Male,32.5,3,9.5,0,0,S,0
"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",Female,38.0,3,7.2292,0,0,C,1
"Widegren, Mr. Carl/Charles Peter",Male,51.0,3,7.75,0,0,S,0
"Wiklund, Mr. Jakob Alfred",Male,18.0,3,6.4958,1,0,S,0
"Wiklund, Mr. Karl Johan",Male,21.0,3,6.4958,1,0,S,0
"Wilkes, Mrs. James (Ellen Needs)",Female,47.0,3,7.0,1,0,S,1
"Willer, Mr. Aaron (""Abi Weller"")",Male,28.0,3,8.7125,0,0,S,0
"Willey, Mr. Edward",Male,28.0,3,7.55,0,0,S,0
"Williams, Mr. Howard Hugh ""Harry""",Male,28.0,3,8.05,0,0,S,0
"Williams, Mr. Leslie",Male,28.5,3,16.1,0,0,S,0
"Windelov, Mr. Einar",Male,21.0,3,7.25,0,0,S,0
"Wirz, Mr. Albert",Male,27.0,3,8.6625,0,0,S,0
"Wiseman, Mr. Phillippe",Male,28.0,3,7.25,0,0,S,0
"Wittevrongel, Mr. Camille",Male,36.0,3,9.5,0,0,S,0
"Yasbeck, Mr. Antoni",Male,27.0,3,14.4542,1,0,C,0
"Yasbeck, Mrs. Antoni (Selini Alexander)",Female,15.0,3,14.4542,1,0,C,1
"Youseff, Mr. Gerious",Male,45.5,3,7.225,0,0,C,0
"Yousif, Mr. Wazli",Male,28.0,3,7.225,0,0,C,0
"Yousseff, Mr. Gerious",Male,28.0,3,14.4583,0,0,C,0
"Zabour, Miss. Hileni",Female,14.5,3,14.4542,1,0,C,0
"Zabour, Miss. Thamine",Female,28.0,3,14.4542,1,0,C,0
"Zakarian, Mr. Mapriededer",Male,26.5,3,7.225,0,0,C,0
"Zakarian, Mr. Ortin",Male,27.0,3,7.225,0,0,C,0
"Zimmerman, Mr. Leo",Male,29.0,3,7.875,0,0,S,0
